------------------------------------
 Train MAE  Train Msg MAE  Train Belief MAE  Test MAE  Test Msg MAE  Test Belief MAE  Val MAE  Val Msg MAE  Val Belief MAE Epoch              Model
  0.012142       0.006407          0.005736  0.046470      0.027061         0.019409 0.044231     0.025375        0.018856   224        MPNN_2Layer
  0.011568       0.006238          0.005330  0.047587      0.027765         0.019821 0.045652     0.026014        0.019638   225        MPNN_2Layer
  0.011698       0.006210          0.005488  0.046904      0.026775         0.020129 0.044484     0.025628        0.018856   226        MPNN_2Layer
  0.010057       0.005722          0.004336  0.046816      0.026735         0.020080 0.043916     0.025105        0.018811   227        MPNN_2Layer
  0.010607       0.005918          0.004689  0.045547      0.026880         0.018667 0.045477     0.026267        0.019210   228        MPNN_2Layer
  0.011400       0.006129          0.005271  0.042843      0.025308         0.017535 0.042455     0.024425        0.018030   229        MPNN_2Layer
  0.009740       0.005623          0.004118  0.044158      0.025846         0.018312 0.043145     0.024938        0.018207   230        MPNN_2Layer
  0.009653       0.005628          0.004025  0.044985      0.025377         0.019608 0.042727     0.024143        0.018584   231        MPNN_2Layer
  0.010624       0.005832          0.004792  0.044851      0.025940         0.018911 0.043315     0.024351        0.018963   232        MPNN_2Layer
  0.010385       0.005757          0.004628  0.046932      0.027003         0.019929 0.044208     0.025102        0.019105   233        MPNN_2Layer
  0.009587       0.005550          0.004037  0.043737      0.025272         0.018465 0.042928     0.024406        0.018522   234        MPNN_2Layer
  0.009464       0.005467          0.003997  0.044161      0.025248         0.018912 0.042705     0.024090        0.018615   235        MPNN_2Layer
  0.009161       0.005414          0.003747  0.044989      0.025813         0.019176 0.042719     0.024401        0.018318   236        MPNN_2Layer
  0.009081       0.005347          0.003734  0.043716      0.025069         0.018647 0.042670     0.024096        0.018574   237        MPNN_2Layer
  0.010647       0.005789          0.004858  0.048543      0.028007         0.020536 0.044876     0.026169        0.018707   238        MPNN_2Layer
  0.010556       0.005763          0.004793  0.045516      0.026690         0.018826 0.043623     0.025213        0.018411   239        MPNN_2Layer
  0.010026       0.005557          0.004469  0.044369      0.026415         0.017954 0.045104     0.026084        0.019020   240        MPNN_2Layer
  0.010314       0.005670          0.004644  0.043399      0.025796         0.017603 0.043378     0.025207        0.018171   241        MPNN_2Layer
  0.009817       0.005496          0.004321  0.043508      0.025772         0.017735 0.043578     0.025326        0.018251   242        MPNN_2Layer
  0.009003       0.005298          0.003705  0.043434      0.024755         0.018679 0.041411     0.023527        0.017884   243        MPNN_2Layer
  0.008665       0.005190          0.003475  0.041955      0.024406         0.017549 0.041247     0.023531        0.017716   244        MPNN_2Layer
  0.008631       0.005177          0.003454  0.042356      0.024360         0.017996 0.041164     0.023345        0.017819   245        MPNN_2Layer
  0.008767       0.005204          0.003563  0.042183      0.024370         0.017813 0.040652     0.023230        0.017422   246        MPNN_2Layer
  0.008688       0.005156          0.003532  0.042355      0.024439         0.017916 0.040881     0.023308        0.017573   247        MPNN_2Layer
  0.008713       0.005184          0.003529  0.043751      0.025144         0.018607 0.041505     0.023752        0.017753   248        MPNN_2Layer
  0.009924       0.005457          0.004467  0.042885      0.024697         0.018188 0.041538     0.023517        0.018021   249        MPNN_2Layer
  0.008756       0.005149          0.003607  0.042532      0.024293         0.018239 0.040351     0.023014        0.017337   250        MPNN_2Layer
  0.008719       0.005127          0.003592  0.042547      0.024371         0.018176 0.041015     0.023190        0.017825   251        MPNN_2Layer
  0.008549       0.005077          0.003473  0.043182      0.025758         0.017424 0.043141     0.025085        0.018055   252        MPNN_2Layer
  0.009854       0.005423          0.004431  0.046635      0.027425         0.019210 0.044132     0.025847        0.018284   253        MPNN_2Layer
  0.010031       0.005445          0.004586  0.041907      0.024035         0.017871 0.040278     0.022736        0.017542   254        MPNN_2Layer
  0.008889       0.005061          0.003829  0.042393      0.024551         0.017842 0.042566     0.023840        0.018725   255        MPNN_2Layer
  0.008832       0.005092          0.003740  0.041754      0.023990         0.017764 0.040663     0.022864        0.017799   256        MPNN_2Layer
  0.010210       0.005359          0.004851  0.044128      0.024768         0.019360 0.043043     0.023271        0.019772   257        MPNN_2Layer
  0.009198       0.005097          0.004101  0.042834      0.024330         0.018504 0.040086     0.022749        0.017337   258        MPNN_2Layer
  0.008462       0.004978          0.003485  0.042377      0.024071         0.018306 0.040363     0.022785        0.017578   259        MPNN_2Layer
  0.008333       0.004967          0.003367  0.041711      0.024014         0.017697 0.040249     0.022847        0.017402   260        MPNN_2Layer
  0.008510       0.004987          0.003523  0.043067      0.024614         0.018453 0.040591     0.023100        0.017491   261        MPNN_2Layer
  0.008885       0.005017          0.003868  0.042411      0.024362         0.018049 0.040041     0.022699        0.017342   262        MPNN_2Layer
  0.008396       0.004935          0.003462  0.041554      0.024000         0.017554 0.040764     0.022944        0.017820   263        MPNN_2Layer
  0.008758       0.004939          0.003819  0.043084      0.024252         0.018832 0.040598     0.022799        0.017799   264        MPNN_2Layer
  0.009046       0.004968          0.004078  0.041882      0.024132         0.017750 0.039900     0.022748        0.017151   265        MPNN_2Layer
  0.008484       0.004936          0.003548  0.041839      0.023865         0.017975 0.040289     0.022647        0.017641   266        MPNN_2Layer
  0.008851       0.005009          0.003842  0.047298      0.028837         0.018460 0.047804     0.028302        0.019503   267        MPNN_2Layer
  0.010159       0.005406          0.004753  0.044111      0.025882         0.018229 0.042675     0.024725        0.017950   268        MPNN_2Layer
  0.009445       0.005165          0.004280  0.041697      0.023731         0.017966 0.039311     0.022231        0.017080   269        MPNN_2Layer
  0.008510       0.004908          0.003602  0.041662      0.024042         0.017620 0.040101     0.022672        0.017429   270        MPNN_2Layer
  0.008346       0.004862          0.003484  0.041889      0.024226         0.017663 0.040340     0.022986        0.017354   271        MPNN_2Layer
  0.009035       0.004979          0.004056  0.043004      0.025519         0.017485 0.041564     0.024313        0.017251   272        MPNN_2Layer
  0.009974       0.005313          0.004661  0.042454      0.024687         0.017767 0.040287     0.023098        0.017189   273        MPNN_2Layer
  0.010028       0.005296          0.004733  0.042673      0.023996         0.018677 0.041414     0.022572        0.018842   274        MPNN_2Layer
  0.008832       0.004941          0.003891  0.041465      0.023916         0.017549 0.039173     0.022418        0.016755   275        MPNN_2Layer
  0.008274       0.004791          0.003483  0.041011      0.024077         0.016935 0.040327     0.022951        0.017376   276        MPNN_2Layer
  0.009449       0.005131          0.004318  0.042540      0.024195         0.018345 0.040323     0.022488        0.017835   277        MPNN_2Layer
  0.009608       0.005098          0.004510  0.044950      0.025537         0.019413 0.042196     0.023911        0.018286   278        MPNN_2Layer
  0.009486       0.005025          0.004461  0.044673      0.025906         0.018767 0.041826     0.024047        0.017779   279        MPNN_2Layer
  0.009268       0.005072          0.004197  0.041792      0.023941         0.017851 0.039536     0.022285        0.017251   280        MPNN_2Layer
  0.008428       0.004847          0.003581  0.040751      0.023575         0.017176 0.039658     0.022387        0.017270   281        MPNN_2Layer
  0.007910       0.004682          0.003228  0.042328      0.024927         0.017401 0.041824     0.024031        0.017794   282        MPNN_2Layer
  0.009440       0.005039          0.004401  0.043001      0.024943         0.018058 0.041814     0.023543        0.018271   283        MPNN_2Layer
  0.009233       0.004994          0.004239  0.043979      0.025036         0.018943 0.041423     0.023509        0.017915   284        MPNN_2Layer
  0.008577       0.004803          0.003774  0.041592      0.024164         0.017428 0.039971     0.023019        0.016952   285        MPNN_2Layer
  0.008182       0.004727          0.003455  0.044173      0.025447         0.018726 0.040643     0.023581        0.017062   286        MPNN_2Layer
  0.008699       0.004818          0.003881  0.041505      0.023747         0.017758 0.039693     0.022373        0.017320   287        MPNN_2Layer
  0.008674       0.004842          0.003832  0.041590      0.024200         0.017390 0.039428     0.022571        0.016857   288        MPNN_2Layer
  0.007905       0.004643          0.003262  0.040220      0.023475         0.016745 0.039005     0.022214        0.016792   289        MPNN_2Layer
